country,year,Maternity_weeks,Maternity_prebirth,Maternity_postbirth,Parental_protected,Parental_paid,Parental_paid_long,Homecare_protected,Homecare_paid,Total_Protected,Total_paid,Total_paid_long,Patleave,Patleave_paid,Father_specific_Parleave,Father_specific_Parleave_paid,Total_Father_specific,Total_Father_specific_paid
Italy,2019,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,1,1,21.7,0,22.7,1
Italy,2020,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,1.4,1.4,21.7,0,23.099999999999998,1.4
Italy,2021,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,2,2,21.7,0,23.7,2
Italy,2022,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,2,2,21.7,0,23.7,2
Italy,2023,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,2,2,21.7,13,23.7,15
Italy,2024,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,2,2,21.7,13,23.7,15
Italy,2025,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,2,2,21.7,13,23.7,15
Japan,1970,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1971,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1972,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1973,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1974,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1975,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1976,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1977,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1978,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1979,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1980,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1981,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1982,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1983,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1984,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1985,12,6,6,0,0,..,..,..,12,12,..,0,0,0,0,0,0
Japan,1986,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1987,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1988,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1989,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1990,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1991,14,6,8,0,0,..,..,..,14,14,..,0,0,0,0,0,0
Japan,1992,14,6,8,44,0,..,..,..,58,14,..,0,0,0,0,0,0
Japan,1993,14,6,8,44,0,..,..,..,58,14,..,0,0,0,0,0,0
Japan,1994,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,1995,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,1996,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,1997,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,1998,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,1999,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2000,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2001,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2002,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2003,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2004,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2005,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2006,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2007,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2008,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2009,14,6,8,44,44,..,..,..,58,58,..,0,0,0,0,0,0
Japan,2010,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2011,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2012,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2013,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2014,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2015,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2016,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2017,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2018,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2019,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2020,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2021,14,6,8,44,44,..,..,..,58,58,..,0,0,52,52,52,52
Japan,2022,14,6,8,44,44,..,..,..,58,58,..,4,4,48,48,52,52
Japan,2023,14,6,8,44,44,..,..,..,58,58,0,4,4,48,48,52,52
Japan,2024,14,6,8,44,44,..,..,..,58,58,0,4,4,48,48,52,52
Japan,2025,14,6,8,44,44,..,..,..,58,58,0,4,4,48,48,52,52
Korea,1970,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1971,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1972,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1973,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1974,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1975,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1976,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1977,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1978,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1979,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1980,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1981,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1982,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1983,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1984,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1985,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1986,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1987,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Korea,1988,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1989,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1990,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1991,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1992,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1993,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1994,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1995,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1996,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1997,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1998,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,1999,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,2000,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,2001,8.547945205479452,4.25,4.25,47.75,0,..,..,..,56.29794520547945,8.547945205479452,..,0,0,0,0,0,0
Korea,2002,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2003,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2004,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2005,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2006,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2007,12.857142857142858,6.428571428571429,6.428571428571429,45.57142857142857,45.58904109589041,..,..,..,58.42857142857143,58.44618395303327,..,0,0,0,0,0,0
Korea,2008,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,0.6,0,52,52,52.6,52
Korea,2009,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,0.6,0,52,52,52.6,52
Korea,2010,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,0.6,0,52,52,52.6,52
Korea,2011,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,0.6,0,52,52,52.6,52
Korea,2012,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2013,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2014,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2015,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2016,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2017,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2018,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2019,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,1,0.6,52,52,53,52.6
Korea,2020,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,2,2,52,52,54,54
Korea,2021,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,2,2,52,52,54,54
Korea,2022,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,2,2,52,52,54,54
Korea,2023,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,2,2,52,52,54,54
Korea,2024,12.857142857142858,6.428571428571429,6.428571428571429,52,52,..,..,..,64.85714285714286,64.85714285714286,..,2,2,52,52,54,54
Korea,2025,12.857142857142858,6.428571428571429,6.428571428571429,78,78,..,..,..,90.85714285714286,90.85714285714286,..,4,4,78,78,82,82
Latvia,1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1991,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2009,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,2014,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2015,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2016,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2017,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2018,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2019,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2020,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2021,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2022,16,8,8,78,78,..,..,..,94,94,..,1.4285714285714286,1.4285714285714286,78,0,79.42857142857143,1.4285714285714286
Latvia,2023,16,8,8,78,78,..,..,..,94,94,..,2,2,78,8.666,80,10.666
Latvia,2024,16,8,8,78,78,..,..,..,94,94,..,2,2,78,8.666,80,10.666
Latvia,2025,16,8,8,78,78,..,..,..,94,94,..,2,2,78,8.666,80,10.666
Lithuania,1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1991,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2009,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2014,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2015,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2016,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2017,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2018,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2019,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2020,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2021,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2022,18,10,8,148,44,96,..,..,166,62,..,4,4,0,0,4,4
Lithuania,2023,18,10,8,148,61.66666,87.66666000000001,..,..,166,79.66666000000001,..,4,4,8.666,8.666,12.666,12.666
Lithuania,2024,18,10,8,148,61.66666,87.66666000000001,..,..,166,79.66666000000001,..,4,4,8.666,8.666,12.666,12.666
Lithuania,2025,18,10,8,148,61.66666,87.66666000000001,..,..,166,79.66666000000001,..,4,4,8.666,8.666,12.666,12.666
Luxembourg,1970,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1971,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1972,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1973,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1974,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1975,12,6,6,0,0,..,..,..,12,12,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1976,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1977,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1978,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1979,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1980,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1981,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1982,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1983,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1984,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1985,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1986,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1987,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1988,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1989,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1990,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1991,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1992,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1993,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1994,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1995,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1996,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1997,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1998,16,8,8,0,0,..,..,..,16,16,..,0.4,0.4,0,0,0.4,0.4
Luxembourg,1999,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2000,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2001,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2002,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2003,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2004,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2005,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2006,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2007,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2008,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2009,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2010,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2011,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2012,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2013,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2014,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2015,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2016,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2017,16,8,8,26,26,..,..,..,42,42,..,0.4,0.4,26,26,26.4,26.4
Luxembourg,2018,20,8,12,26,26,..,..,..,46,46,..,2,2,26,26,28,28
Luxembourg,2019,20,8,12,26,26,..,..,..,46,46,..,2,2,26,26,28,28
