country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"ICELAND"	2012	0.19859023	0.33333334	0.21720263	0.19879402	0.45454547	0.23269832	0.799337551908246	0.3333333333333333	0.6689626303371642	0.1986761		0.21718879	0.19895692		0.23265542	0.7992877633791671		0.6691921114749105	0.025	0.33333334	0.24752748	0.045454547	0.45454547	0.25974026	0.9	0.3333333333333333	0.16666666666666666
"IRELAND"	2012	0.3286796	0.11483983	0.32864195	0.3178557	0.113425925	0.31767577	0.3361640003363169	0.6172839506172839	0.336107671848489	0.32880378	0.16931818	0.32876992	0.31815195	0.1780822	0.31811547	0.33600740276227037	0.5454545454545454	0.33602752819728543	0.08628511	0.09452586	0.07888095	0.09657948	0.10027855	0.1053316	0.6417910447761194	0.6440677966101694	0.4925373134328358
"ITALY"	2012	0.19137582	0.16049612	0.20258275	0.1916137	0.1766138	0.20688382	0.739712925982035	0.6900912936985081	0.6571211825457385	0.1916151	0.16074122	0.20262364	0.19200283	0.17763303	0.20706591	0.7395644839748505	0.6919933539898514	0.6573698988934885	0.07912464	0.13114962	0.142982	0.083333336	0.13411568	0.15218064	0.8093525179856115	0.46236559139784944	0.29449838187702265
"LATVIA"	2012	0.34971428	0.2932381	0.3311181	0.3243243	0.2920354	0.326107	0.6114285714285714	0.32	0.5763311235907613	0.3590604		0.3311408	0.36129034		0.32637486	0.6308724832214765		0.5764986642168509	0.29615384	0.2932381	0.26186138	0.23880596	0.2920354	0.2321839	0.5	0.32	0.06451612903225806
"LIECHTENSTEIN"	2012	0.12925722		0.12806797	0.21382008		0.21028234	0.7729852440408627		0.7726763717805151	0.12925722		0.12806797	0.21382008		0.21028234	0.7729852440408627		0.7726763717805151									
"LITHUANIA"	2012	0.45276883	0.41861472	0.42255607	0.44170013	0.3382353	0.42263734	0.5034246575342466	0.18181818181818182	0.5375220831093018	0.4534027	0.16666667	0.42297354	0.4446411	0.16666667	0.42573267	0.5043206663196252	0.0	0.5385740683708038	0.2563748	0.43061224	0.24764465	0.2327044	0.3548387	0.2398524	0.22580645161290322	0.19047619047619047	0.0967741935483871
"LUXEMBOURG"	2012	0.17900848	0.24312688	0.18042918	0.1789771	0.22932522	0.18188441	0.6458426297783727	0.7491467576791809	0.6300305099520558	0.17916636	0.24571043	0.18065237	0.1795085	0.24103695	0.18289682	0.6464797136038186	0.7513013302486987	0.6307468123861566	0.123305246	0.08909415	0.1057132	0.12462006	0.094936706	0.1053719	0.42105263157894735	0.6206896551724138	0.3902439024390244
"MACEDONIA"	2012	0.30476192	0.28030303	0.22418746	0.3548387	0.34615386	0.29885057	0.5	0.5454545454545454	0.42857142857142855										0.30476192	0.28030303	0.22418746	0.3548387	0.34615386	0.29885057	0.5	0.5454545454545454	0.42857142857142855
"MALTA"	2012	0.11176801	0.05357143	0.15979879	0.12149533	0.02739726	0.16676433	0.8695652173913043	0.9047619047619048	0.689511653718091	0.11218569	0.1	0.16002032	0.11743772	0.09090909	0.16810036	0.8762088974854932	0.9	0.6903369534948482	0.093772896	0.011363637	0.09860506	0.15	0.016129032	0.09815951	0.5833333333333334	0.9090909090909091	0.46153846153846156
"MOLDOVA"	2012	0.18492268	0.0	0.22972175	0.1870229	0.0	0.22879751	0.8131443298969072	1.0	0.7689948892674616	0.19881305	0.0	0.23425467	0.19970632	0.0	0.23309752	0.7997032640949555	1.0	0.7645877628159697	0.09313726		0.116519175	0.104761906		0.122857146	0.9019607843137255		0.8790560471976401
"MONACO"	2012	0.31697342	0.5	0.28402075	0.29277566	0.5	0.26530612	0.5950920245398773	0.0	0.6060606060606061	0.31790122		0.2857143	0.29571983		0.27300614	0.5987654320987654		0.6122448979591837									
"MONTENEGRO"	2012	0.22613333	0.5	0.21362881	0.21269841	0.5	0.22341569	0.744	0.5	0.45454545454545453	0.17467949		0.1836477	0.175		0.19823788	0.7980769230769231		0.6571428571428571	0.26278538	0.5	0.2348992	0.23589744	0.5	0.2315341	0.7054794520547946	0.5	0.3108108108108108
"NORWAY"	2012	0.14255072	0.34188923	0.24278864	0.14134529	0.31848666	0.24977154	0.856392862409674	0.46211626387981714	0.48828615934717573	0.14261475	0.34190494	0.24277206	0.14145325	0.31876433	0.24965756	0.8565152177250771	0.47050893158072127	0.4885751110599303	0.08329903	0.34139815	0.26219022	0.108391605	0.31428573	0.28455284	0.7431693989071039	0.2	0.15025906735751296
"POLAND"	2012	0.18371002	0.13827398	0.18354534	0.18727589	0.12721239	0.18639806	0.805002494922306	0.5817307692307693	0.8040690332538235	0.18400222	0.25719696	0.18385585	0.1876119	0.26760563	0.18749052	0.8052262740720856	0.4090909090909091	0.8049480580846727	0.12743627	0.10636782	0.12460484	0.15208334	0.10104987	0.132663	0.7619047619047619	0.6280487804878049	0.6372155287817939
"PORTUGAL"	2012	0.27932674	0.31385565	0.2783651	0.2922962	0.2951783	0.27926013	0.5833739996096038	0.5176470588235295	0.5611601513240857	0.27937067	0.31512496	0.2784135	0.29243425	0.30086	0.27968886	0.5833623156571666	0.517849583744885	0.5612707264850869	0.11186445	0.14412737	0.124902636	0.1010101	0.107061505	0.106852494	0.627906976744186	0.49056603773584906	0.21052631578947367
"ROMANIA"	2012	0.23147945	0.235299	0.23477902	0.2284689	0.17901234	0.23484573	0.7201986754966887	0.46511627906976744	0.6930022573363431	0.22783375	0.2482568	0.23044987	0.22878788	0.1904762	0.23194258	0.7269076305220884	0.35714285714285715	0.7044400265076209	0.24860737	0.21111111	0.25961807	0.22727273	0.15789473	0.24714829	0.6886792452830188	0.6666666666666666	0.6273764258555133
"RUSSIA"	2012	0.2576019	0.272773	0.2578418	0.26110733	0.26937893	0.26162928	0.7371545247571594	0.2842275255697111	0.7350651486460452	0.25760865	0.27859566	0.25785846	0.2611668	0.2776793	0.261838	0.7372728210496555	0.28083436991675437	0.7352541359490543	0.23854741	0.1852153	0.21163327	0.21953578	0.17657767	0.19865862	0.4037685060565276	0.33525179856115106	0.21018276762402088
"SERBIA"	2012	0.22780426	0.22897486	0.22851512	0.2272736	0.2355507	0.22852702	0.7544136612264865	0.4701195219123506	0.7503368156017404	0.22786333	0.19895984	0.22835569	0.22737741	0.21563981	0.22766723	0.7615650277197128	0.5227272727272727	0.7593788090831114	0.22510137	0.26226884	0.23575902	0.22613636	0.25252524	0.23623769	0.42723492723492723	0.4117647058823529	0.3394871794871795
"SLOVAKIA"	2012	0.23775923	0.22530864	0.23577005	0.24485424	0.1891892	0.2411054	0.6867229591580518	0.4444444444444444	0.6835960343724415	0.23776814	0.16666667	0.23580128	0.24488427	0.11111111	0.24122924	0.686717511246314	0.5	0.6836844279223462	0.13425925	0.24206349	0.18477601	0.083333336	0.21428572	0.16369048	0.75	0.42857142857142855	0.5393258426966292
"SLOVENIA"	2012	0.20400359	0.18447344	0.19793071	0.20420958	0.18272251	0.19127849	0.7404530744336569	0.5046826222684704	0.6419753086419753	0.20438974	0.18221505	0.19738117	0.20340587	0.17977528	0.1891178	0.7435558493060146	0.5153508771929824	0.6498257839721254	0.18574585	0.22650705	0.2217372	0.2184874	0.22307692	0.224	0.59375	0.30612244897959184	0.3018867924528302
"SPAIN"	2012	0.2092032	0.121609844	0.23547894	0.21914572	0.12758806	0.23859483	0.7060194410271516	0.7591178965224766	0.6668143260451309	0.20919926	0.12246515	0.23536392	0.21947901	0.12852186	0.23856731	0.7059922652413853	0.7612847222222222	0.6674920719972731	0.2104614	0.08511679	0.2736469	0.14088051	0.098712444	0.24357557	0.7146814404432132	0.6666666666666666	0.44190140845070425
"SWEDEN"	2012	0.16261028	0.20646049	0.25814518	0.1696891	0.20983213	0.26239458	0.8163700651646649	0.6638888888888889	0.5221432393646779	0.16271955	0.21306147	0.25828782	0.16977169	0.21449275	0.26287606	0.8169931444554194	0.7535460992907801	0.522395693791558	0.13535748	0.18259545	0.15357885	0.16258992	0.20654397	0.18356723	0.6609756097560976	0.33974358974358976	0.33705357142857145
"SWITZERLAND"	2012	0.17915311	0.08139751	0.18603702	0.20160124	0.08213552	0.19251278	0.7274216504339576	0.7603305785123967	0.6782173024647438	0.17925762	0.17132868	0.1861343	0.20195678	0.108843535	0.1929516	0.7273900365334555	0.717948717948718	0.6782832155702836	0.055251434	0.0641201	0.05917739	0.065539114	0.07738815	0.07392262	0.7649006622516556	0.7684729064039408	0.5922619047619048
"TURKEY"	2012	0.13267036	0.055121493	0.14084928	0.1334485	0.054545455	0.1484741	0.8337221736171867	0.8064516129032258	0.7829812438302073	0.13280077	0.0	0.14096043	0.13367572	0.0	0.14919019	0.8336989907854322	1.0	0.78414585810543	0.09021164	0.061027367	0.11132953	0.08759124	0.056603774	0.10742705	0.8412698412698413	0.7857142857142857	0.47368421052631576
"UK"	2012	0.23167868	0.20890534	0.231358	0.24526685	0.176272	0.2426235	0.6796227602862833	0.7413265984314769	0.6787481634996156	0.23188321	0.23845068	0.23159066	0.24567613	0.23138554	0.24337657	0.679502473786892	0.7432943886786243	0.6788120934538456	0.07738078	0.08473723	0.08167296	0.08557565	0.099577084	0.09544724	0.7703703703703704	0.7330567081604425	0.6376175548589341
"UKRAINE"	2012	0.16213132	0.5192308	0.11796557	0.16198616	0.1875	0.11853979	0.835279399499583	0.25	0.8804363026150189	0.16644965	0.6666667	0.12137952	0.16695133	0.6666667	0.12233808	0.8315972222222222	0.3333333333333333	0.8772767990444909	0.056286268	0.07692308	0.067487404	0.060869563	0.07692308	0.06732673	0.925531914893617	0.0	0.9271523178807947
"ALBANIA"	2013	0.21818899	0.24939014	0.17680512	0.21603383	0.23944338	0.18348101	0.7755681818181818	0.4911504424778761	0.7446561080961347	0.21818899	0.24939014	0.17680512	0.21603383	0.23944338	0.18348101	0.7755681818181818	0.4911504424778761	0.7446561080961347									
"AUSTRIA"	2013	0.14444347	0.1440278	0.14564863	0.14765148	0.146622	0.14829262	0.8144386780005278	0.5766208251473477	0.807025790979133	0.14450338	0.1448978	0.14567545	0.14776643	0.14840649	0.14848891	0.8144363717833825	0.5832482124616956	0.8073028780993383	0.047197394	0.12218849	0.10306216	0.07251909	0.1234375	0.10915105	0.8181818181818182	0.41025641025641024	0.3670886075949367
"BELARUS"	2013	0.6512722	0.0	0.555521	0.5970072	0.0	0.51605994	0.2751763951250802	1.0	0.2877563704164077	0.6512722	0.0	0.555521	0.5970072	0.0	0.51605994	0.2751763951250802	1.0	0.2877563704164077									
"BELGIUM"	2013	0.24893366	0.17277221	0.26418933	0.26325175	0.16728625	0.27396435	0.6507640355881763	0.5398230088495575	0.5823498221427844	0.2489983	0.12179487	0.26425204	0.26351148	0.14285715	0.2743563	0.6508058948537664	0.7692307692307693	0.5824904350514523	0.12478913	0.17939927	0.14192717	0.1281709	0.16827853	0.15083477	0.5703703703703704	0.51	0.3082191780821918
"BOSNIA"	2013	0.20253175	0.22543508	0.20727658	0.20186667	0.21938089	0.20725614	0.7554212584429435	0.4859437751004016	0.7258064516129032	0.20722967	0.221519	0.21070279	0.21003017	0.20634921	0.21304348	0.7812118747458316	0.46835443037974683	0.7626042080190552	0.16989844	0.22725491	0.185427	0.18214937	0.22606924	0.19652821	0.576271186440678	0.49411764705882355	0.4911392405063291
"BULGARIA"	2013	0.3193011	0.028571429	0.32155353	0.31764933	0.05263158	0.31933463	0.6452088900030195	0.8571428571428571	0.6330883388245896	0.3194711	0.0	0.3216797	0.31785193	0.0	0.3196817	0.64506083058127	1.0	0.6332805035561396	0.17027381	0.04	0.23416123	0.17704917	0.071428575	0.22475961	0.775	0.8	0.5
"CROATIA"	2013	0.25615892	0.21871811	0.255279	0.2506329	0.21261682	0.24228856	0.6947626841243862	0.4642857142857143	0.6705426356589147	0.25954366	0.22355556	0.2579645	0.25587466	0.23344947	0.25233644	0.6914095079232694	0.44	0.6746794871794872	0.07971015	0.20891249	0.17548186	0.083333336	0.17021276	0.14659686	0.8695652173913043	0.5135135135135135	0.5476190476190477
"CYPRUS"	2013	0.12532051	0.037217863	0.28719866	0.117117114	0.1097561	0.27591005	0.7884615384615384	0.8181818181818182	0.5855656409121098	0.30769232	0.0	0.29109365	0.14285715	0.0	0.2850689	0.6923076923076923	1.0	0.5851400180668473	0.06452992	0.038990144	0.09341254	0.10843374	0.11111111	0.1090535	0.8205128205128205	0.8095238095238095	0.6067415730337079
"CZECH"	2013	0.2235935	0.18318453	0.22376229	0.23370986	0.21641791	0.23374629	0.7073871829875599	0.4375	0.6966724587315378	0.22360325	0.28605443	0.22377041	0.23373884	0.27710843	0.23380171	0.7073861314745824	0.14285714285714285	0.696687447053457	0.039433297	0.103174604	0.09918232	0.06122449	0.11764706	0.09022556	0.7272727272727273	0.6666666666666666	0.4666666666666667
"DENMARK"	2013	0.12583555	0.19221778	0.15010002	0.13033073	0.2033786	0.16541664	0.8541367216696372	0.6843450479233227	0.7540005589856951	0.12589061	0.19432808	0.15014139	0.13043086	0.20812947	0.16556914	0.8541458541458542	0.6965006729475101	0.7541699721323813	0.046096653	0.15252265	0.09240067	0.06994819	0.16850829	0.11970684	0.8409090909090909	0.45569620253164556	0.5177304964539007
"ESTONIA"	2013	0.2700075	0.29210815	0.2736157	0.27250934	0.2828196	0.273305	0.6687659826278082	0.42142088266953714	0.6513338109486283	0.27002847	0.2929484	0.2736412	0.2725214	0.28434172	0.2734384	0.6687839523135133	0.4208108108108108	0.6513804004214964	0.14583334	0.09780506	0.12238829	0.23913044	0.095744684	0.14184397	0.5625	0.5625	0.375
"FINLAND"	2013	0.1957073	0.2349588	0.3032628	0.2098834	0.22593321	0.30060363	0.7725515569460597	0.18421052631578946	0.43482173298233256	0.19574565	0.25	0.30333683	0.21007909	0.4	0.3010253	0.7730082473888734	0.5	0.4350464493252124	0.15672265	0.23455228	0.19296214	0.1791531	0.22420634	0.1984305	0.30833333333333335	0.17567567567567569	0.1
"FRANCE"	2013	0.21027233	0.22697867	0.210843	0.22365794	0.24477698	0.22344111	0.7461141071778427	0.655181969333087	0.7372011134518524	0.21030903	0.22659273	0.21084914	0.22383185	0.2441617	0.22351411	0.7462689647415491	0.6660024670272322	0.7375729405019864	0.15865456	0.24115084	0.20245546	0.16128077	0.25123695	0.21057539	0.5283018867924528	0.2578397212543554	0.2292817679558011
"GERMANY"	2013	0.14724901	0.16555458	0.14842017	0.14850043	0.16677083	0.14998738	0.808202278451356	0.6019251580566156	0.8003545642240321	0.14732994	0.16822188	0.1484766	0.14865485	0.16912977	0.1502023	0.8081527626309934	0.6018491080424346	0.8005619994426251	0.047593985	0.099757336	0.08303284	0.056359876	0.13124216	0.10589025	0.869172932330827	0.6038011695906432	0.5599435825105783
"GREECE"	2013	0.1733819	0.068901144	0.23040742	0.19263808	0.08311688	0.23481414	0.7664384852100735	0.7387387387387387	0.6050843619069188	0.17444855	0.0	0.23178421	0.19483119	0.0	0.23902395	0.7658911772184084	1.0	0.6056354160700991	0.08552522	0.06952752	0.11080449	0.09406953	0.083333336	0.11509591	0.8115183246073299	0.7363636363636363	0.5572139303482587
"HUNGARY"	2013	0.31219	0.31082475	0.31266618	0.3200678	0.2938977	0.3172184	0.6261174887666522	0.48672230652503795	0.6182562910575212	0.31221303	0.31149828	0.3126901	0.32015243	0.29523212	0.317397	0.6261068235378776	0.48654822335025383	0.6182779504371215	0.112187505	0.121272676	0.13953905	0.112676054	0.12162162	0.1260745	0.71875	0.5357142857142857	0.46153846153846156
"ICELAND"	2013	0.19831507	0.4166667	0.21453291	0.19900951	0.46153846	0.23019269	0.7998418764000527	0.25	0.6899309026117943	0.19840685	0.33333334	0.2144601	0.1991647	0.33333334	0.2300395	0.7998549673676577	0.0	0.6903208974693451	0.043650795	0.44444445	0.3433291	0.09090909	0.5714286	0.30120483	0.7777777777777778	0.3333333333333333	0.0
"IRELAND"	2013	0.33040208	0.14499584	0.3303912	0.31687185	0.15333334	0.31683576	0.32871875184681754	0.4819277108433735	0.3287215890204537	0.33052742	0.19895834	0.33051166	0.3172878	0.19298245	0.31727234	0.3286523082381114	0.5833333333333334	0.32866993326386273	0.08808061	0.12304499	0.09752174	0.12028302	0.1475827	0.13199578	0.45714285714285713	0.4406779661016949	0.42857142857142855
"ITALY"	2013	0.19795705	0.17321284	0.21107762	0.19822556	0.18903881	0.2129594	0.7451134887064222	0.6515388126756841	0.6504037875970068	0.19816871	0.1732504	0.21110143	0.19855413	0.18908034	0.21304828	0.7450093822920489	0.6524961375048282	0.6506533322679272	0.08173308	0.16539383	0.17419168	0.09559939	0.18521897	0.18237495	0.8022813688212928	0.45226130653266333	0.26384364820846906
"KOSOVO"	2013	0.0952381		0.071389	0.0952381		0.07121058	0.9047619047619048		0.907202216066482	0.0952381		0.071389	0.0952381		0.07121058	0.9047619047619048		0.907202216066482									
"LATVIA"	2013	0.32958937	0.2672269	0.33603817	0.31638417	0.32352942	0.3328218	0.6304347826086957	0.47058823529411764	0.5804977884689998	0.3275862		0.33605817	0.325		0.33295676	0.6637931034482759		0.580637649661382	0.34015152	0.2672269	0.26733282	0.2982456	0.32352942	0.2636656	0.45454545454545453	0.47058823529411764	0.1
"LIECHTENSTEIN"	2013	0.13414122		0.13254687	0.19531596		0.19084296	0.77		0.7712418300653595	0.13414122		0.13254687	0.19531596		0.19084296	0.77		0.7712418300653595									
"LITHUANIA"	2013	0.45085534	0.37251082	0.42534715	0.43739396	0.3116883	0.42467415	0.5028776978417266	0.19047619047619047	0.5335029686174725	0.45173365	0.27272728	0.42592996	0.4413567	0.27272728	0.4285979	0.5037128712871287	0.0	0.5343641283339776	0.20038515	0.3775	0.2036151	0.20895523	0.3181818	0.22115384	0.2647058823529412	0.2	0.20588235294117646
"LUXEMBOURG"	2013	0.17675076	0.27231878	0.18110879	0.18224753	0.25830257	0.18750192	0.6666666666666666	0.7190704032809296	0.6454879603930688	0.17692411	0.27497107	0.18136247	0.18286777	0.27236044	0.18850438	0.6672478009350978	0.7208333333333333	0.646124905944319	0.119190276	0.106262945	0.09887945	0.123333335	0.107913665	0.116740085	0.47368421052631576	0.6086956521739131	0.43902439024390244
"MACEDONIA"	2013	0.24078947	0.21483517	0.17494453	0.2580645	0.25	0.23972602	0.5	0.6153846153846154	0.5										0.24078947	0.21483517	0.17494453	0.2580645	0.25	0.23972602	0.5	0.6153846153846154	0.5
"MALTA"	2013	0.117119	0.059210528	0.16263066	0.12682927	0.03448276	0.17392938	0.8714555765595463	0.8947368421052632	0.6905292479108636	0.11753372	0.125	0.16294153	0.11732852	0.11111111	0.1747264	0.8747591522157996	0.875	0.6906293706293706	0.09559524	0.011363637	0.08854219	0.21311475	0.020408163	0.125	0.7	0.9090909090909091	0.6666666666666666
"MOLDOVA"	2013	0.19029851	1.0	0.22621666	0.1936842	1.0	0.22674546	0.8059701492537313	0.0	0.773306948109059	0.20180723	1.0	0.23055492	0.20286396	1.0	0.23071657	0.7951807228915663	0.0	0.76917792534921	0.10185185		0.12154696	0.125		0.13368984	0.8888888888888888		0.8729281767955801
"MONACO"	2013	0.31226993	0.25	0.27182862	0.2952756	0.2	0.25730994	0.6073619631901841	0.5	0.6275510204081632	0.310559		0.27319586	0.29149798		0.26666668	0.6149068322981367		0.634020618556701									
"MONTENEGRO"	2013	0.23779993		0.21620448	0.22516556		0.20401338	0.7364341085271318		0.6616541353383458	0.25905797		0.24981885	0.25773194		0.2556391	0.7282608695652174		0.7065217391304348	0.18494208		0.14077711	0.16666667		0.1626506	0.7567567567567568		0.5609756097560976
"NORWAY"	2013	0.14008518	0.31190658	0.23662968	0.13956702	0.2956385	0.24681188	0.8592416674605658	0.5587852494577007	0.5273024559214785	0.14011382	0.310815	0.23660333	0.13959002	0.29506174	0.24665058	0.8594172587864213	0.5723270440251572	0.5276353626697945	0.11460279	0.34266397	0.26774985	0.13345195	0.30150753	0.28998968	0.703030303030303	0.17721518987341772	0.1340782122905028
"POLAND"	2013	0.18385595	0.21923414	0.18344383	0.18773636	0.22237763	0.18785308	0.807314702308627	0.3822784810126582	0.8060383451059536	0.18415982	0.2839374	0.18375035	0.1881796	0.26878613	0.18883127	0.8073293744407386	0.24890829694323144	0.8068297035324654	0.11202152	0.1299748	0.1193969	0.12981744	0.13797635	0.13720839	0.8038461538461539	0.5662650602409639	0.6406779661016949
"PORTUGAL"	2013	0.27196208	0.31111187	0.27055472	0.2850238	0.2962993	0.27490348	0.5975427250497735	0.539297527169633	0.5800282902458844	0.27201715	0.3128939	0.27060565	0.2851613	0.30174357	0.27531332	0.5974965917292631	0.5383394189553897	0.580111029491456	0.07570862	0.0866132	0.1109908	0.08383234	0.084415585	0.100981764	0.7619047619047619	0.66	0.32075471698113206
"ROMANIA"	2013	0.23146148	0.22311828	0.25176132	0.23327616	0.14606741	0.24843305	0.734341252699784	0.6451612903225806	0.6949286846275753	0.23116884	0.27083334	0.25035438	0.23250565	0.20408164	0.25108224	0.7454545454545455	0.55	0.7051162790697675	0.23290598	0.13636364	0.25984925	0.23571429	0.075	0.23848239	0.6794871794871795	0.8181818181818182	0.6363636363636364
