country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"MALTA"	2010	0.13111112	0.0	0.1595146	0.1557377	0.0	0.16658403	0.8476190476190476	1.0	0.6980255516840883	0.12783171	0.0	0.15925543	0.13913043	0.0	0.16574863	0.8543689320388349	1.0	0.69965075669383									
"MOLDOVA"	2010	0.045454547		0.12903225	0.04347826		0.121212125	0.9545454545454546		0.8709677419354839	0.125		0.07692308	0.125		0.074074075	0.875		0.9230769230769231	0.0		0.16666667	0.0		0.15384616	1.0		0.8333333333333334
"MONACO"	2010	0.4	0.5	0.29166666	0.2857143	0.5	0.1904762	0.6	0.0	0.5555555555555556	0.4	0.5	0.29166666	0.2857143	0.5	0.1904762	0.6	0.0	0.5555555555555556									
"MONTENEGRO"	2010	0.22857143		0.21064815	0.21052632		0.22077923	0.7714285714285715		0.6666666666666666	0.24		0.21	0.23076923		0.2647059	0.76		0.76	0.2		0.21212122	0.16666667		0.18604651	0.8		0.45454545454545453
"NORWAY"	2010	0.12493404	0.25882146	0.22230099	0.12492222	0.2767857	0.23436797	0.8748808126741968	0.49557522123893805	0.5820116498758207	0.12501147	0.26891774	0.2222814	0.1250516	0.28846154	0.23430474	0.8749127960345144	0.509090909090909	0.5823498049779723	0.061028555	0.2492474	0.24108309	0.077441074	0.26666668	0.25679475	0.8484848484848485	0.4827586206896552	0.25806451612903225
"POLAND"	2010	0.17915969	0.088480964	0.1782341	0.18232638	0.09269663	0.18088193	0.8131221308122358	0.75	0.8133025569773435	0.1792844	0.13973065	0.17842442	0.18252724	0.13157895	0.18151902	0.8133348542747961	0.5555555555555556	0.8136596343178621	0.14690872	0.083625734	0.13264036	0.15136054	0.08805031	0.12391094	0.7581120943952803	0.7684210526315789	0.7277628032345014
"PORTUGAL"	2010	0.24019375	0.3047703	0.23335528	0.2526299	0.27130434	0.24565782	0.6467169273773047	0.5020661157024794	0.6555833831738437	0.24022478	0.31809783	0.23339832	0.2526712	0.2994129	0.24586332	0.6466773300357537	0.4891304347826087	0.6556131669803442	0.07539683	0.04932598	0.095230386	0.09677419	0.046875	0.08982036	0.8571428571428571	0.75	0.56
"ROMANIA"	2010	0.20894758	0.25757575	0.23039335	0.20342205	0.16949153	0.21767956	0.7680180180180181	0.5909090909090909	0.7279521674140508	0.2029361	0.22619048	0.22210364	0.19863014	0.18421052	0.21912351	0.7797927461139896	0.5714285714285714	0.7419354838709677	0.24895507	0.3125	0.29142627	0.22727273	0.14285715	0.21052632	0.6896551724137931	0.625	0.625
"RUSSIA"	2010	0.24824688	0.2061617	0.24806273	0.2509409	0.23117846	0.25069797	0.7490656584449	0.5625	0.7488498522710588	0.24826641	0.22521326	0.24810125	0.25097656	0.26123595	0.25083768	0.7490847763573539	0.5356900067980965	0.7489182927709229	0.19056427	0.14374554	0.15856853	0.19160387	0.14285715	0.16178241	0.6926070038910506	0.6503340757238307	0.5898203592814372
"SERBIA"	2010	0.2519085	0.18402778	0.2519136	0.25108185	0.19753087	0.25106856	0.7418996344957028	0.7083333333333334	0.7411894543225015	0.25198686	0.18402778	0.25200224	0.25130618	0.19753087	0.2512969	0.7425732761824534	0.7083333333333334	0.7418918253851076	0.22777003		0.22562693	0.2300885		0.23108384	0.5343511450381679		0.5328467153284672
"SLOVAKIA"	2010	0.21001308	0.16666667	0.20775448	0.2168664	0.1	0.21429582	0.7206758631948412	0.8333333333333334	0.7077618961461914	0.21004085	0.0	0.20797671	0.21690083	0.0	0.21474709	0.7206254592961542	1.0	0.7080700225176146	0.125	0.25	0.14717185	0.1	0.14285715	0.1552795	0.875	0.75	0.6237623762376238
"SLOVENIA"	2010	0.20039119	0.19376042	0.19650109	0.2031906	0.2	0.19978517	0.7609170305676856	0.6190476190476191	0.7065508021390374	0.20250094	0.19396624	0.19654135	0.20229682	0.19858713	0.198146	0.7625979843225084	0.62890625	0.7133058984910837	0.11847826	0.19066113	0.19495614	0.22033899	0.21276596	0.22058824	0.6956521739130435	0.47058823529411764	0.4473684210526316
"SPAIN"	2010	0.19570765	0.13042781	0.22126704	0.20705856	0.13348983	0.22893335	0.7422171642505397	0.7602179836512262	0.6944478490011031	0.19567916	0.13143952	0.22113982	0.20729978	0.13413462	0.22881913	0.74222459322486	0.7599629286376274	0.695120598087344	0.20472974	0.08080808	0.26144263	0.14754099	0.10666667	0.2491175	0.7398648648648649	0.7727272727272727	0.48200757575757575
"SWEDEN"	2010	0.14479715	0.19034769	0.23995171	0.14946628	0.21323529	0.25527102	0.8429692163383644	0.7225225225225225	0.572346710452182	0.14478332	0.18720931	0.24010992	0.14946698	0.18979591	0.25567773	0.8435782108945528	0.7930232558139535	0.5725406878535116	0.1477586	0.20114373	0.15015793	0.14939435	0.23809524	0.17996146	0.7125382262996942	0.48	0.4622425629290618
"SWITZERLAND"	2010	0.17841907	0.04597701	0.18292908	0.20243682	0.058651026	0.19053313	0.727740516612449	0.8758620689655172	0.6856595895622413	0.17853211	0.11309524	0.18303221	0.20271684	0.115384616	0.19089508	0.7276296711786557	0.7857142857142857	0.6856329860028997	0.057955746	0.038804073	0.059382822	0.05910736	0.053968254	0.060358055	0.8458646616541353	0.8854961832061069	0.7175324675324676
"TURKEY"	2010	0.099326506	0.0	0.127308	0.109921485	0.0	0.14786918	0.8550646551724138	1.0	0.7585794094173982	0.09891681		0.12753275	0.108932465		0.14907485	0.8563626433642818		0.7621976219762198	0.12933333	0.0	0.11912623	0.16666667	0.0	0.12802768	0.76	1.0	0.6268656716417911
"UK"	2010	0.15030184	0.20040825	0.15353377	0.15433781	0.16631913	0.1541769	0.8171785572618575	0.759937646141855	0.8028870907253323	0.15100434	0.2352613	0.15439203	0.15565576	0.22651374	0.15640427	0.8170228266148616	0.7500494755590739	0.8036178530391634	0.065801784	0.07110392	0.06660101	0.078979716	0.080154516	0.07947633	0.8359106529209622	0.7966226138032305	0.7288686605981795
"UKRAINE"	2010	0.19257213	0.5	0.11947953	0.19384058	0.5	0.12097611	0.8041743400859422	0.5	0.8782456140350877	0.19604768	0.6666667	0.12042372	0.1976456	0.6666667	0.12204234	0.801129234629862	0.3333333333333333	0.8773856679870363	0.034285713	0.0	0.083561644	0.04761905	0.0	0.08280255	0.9428571428571428	1.0	0.910958904109589
"ALBANIA"	2011	0.18248348	0.24415891	0.17758948	0.1826918	0.23710407	0.18115975	0.7884578390509779	0.5238095238095238	0.7792938360263315	0.18248348	0.24415891	0.17758948	0.1826918	0.23710407	0.18115975	0.7884578390509779	0.5238095238095238	0.7792938360263315									
"AUSTRIA"	2011	0.138509	0.14038771	0.14001961	0.14175773	0.14290681	0.14273563	0.8249403122130395	0.646274984857662	0.8170617236697013	0.13856982	0.14383838	0.14007887	0.14186804	0.14705883	0.14303094	0.8248872062999072	0.6435331230283912	0.8171843934115244	0.047847357	0.057519544	0.063559175	0.050847456	0.08421053	0.07241911	0.9041095890410958	0.7121212121212122	0.6588235294117647
"BELARUS"	2011	0.67153996		0.53578156	0.61620975		0.50695086	0.2631578947368421		0.2810734463276836	0.67153996		0.53578156	0.61620975		0.50695086	0.2631578947368421		0.2810734463276836									
"BELGIUM"	2011	0.2369339	0.10966738	0.2646021	0.25039116	0.12765957	0.27599677	0.6772423550929381	0.7272727272727273	0.5704406182788433	0.23701598	0.24404763	0.2646899	0.25062054	0.2777778	0.27642	0.6772155176878852	0.5	0.5704797817839011	0.09813463	0.097853735	0.11412496	0.093361	0.12011173	0.11567164	0.7226277372262774	0.7472527472527473	0.5033112582781457
"BOSNIA"	2011	0.15422885	0.3077778	0.15487236	0.15030675	0.30555555	0.1540732	0.8351424694708277	0.4666666666666667	0.8310991957104558	0.16200745	0.16666667	0.16310371	0.16271722	0.2	0.16407464	0.8362619808306709	0.5	0.833729216152019	0.11036036	0.32948717	0.10947403	0.10714286	0.32258064	0.12254902	0.8288288288288288	0.46153846153846156	0.8165938864628821
"BULGARIA"	2011	0.28453603	0.16666667	0.2857109	0.28856972	0.2	0.28868917	0.6727968167934089	0.75	0.6654109036112158	0.28460827	0.0	0.2858824	0.28864685	0.0	0.2889304	0.6727780751331295	1.0	0.6654773887411028	0.20328799	0.33333334	0.19653983	0.23195876	0.4	0.21782178	0.6938775510204082	0.5	0.6308411214953271
"CROATIA"	2011	0.22918712	0.21700485	0.22920609	0.2326375	0.21642157	0.22736916	0.7088778122053079	0.5133647798742138	0.6688934774687234	0.22988026	0.217581	0.23003623	0.23378213	0.21709071	0.22899689	0.7087021653275228	0.5144609991235758	0.672428694900605	0.16556548	0.21198656	0.17903239	0.1625	0.2112069	0.19314642	0.725	0.5038167938931297	0.4552238805970149
"CYPRUS"	2011	0.10144927	0.06318682	0.3025818	0.10810811	0.093023255	0.27202207	0.8260869565217391	0.7692307692307693	0.5699481865284974	0.1875		0.30974483	0.22222222		0.28468636	0.75		0.5670230263157895	0.055555556	0.06318682	0.07634129	0.071428575	0.093023255	0.09186352	0.8666666666666667	0.7692307692307693	0.6623376623376623
"CZECH"	2011	0.21105956	0.11083435	0.21379003	0.22300439	0.18478261	0.226618	0.7169923618688622	0.5333333333333333	0.6969842759915513	0.21106933	0.15033239	0.2137966	0.22303016	0.22727273	0.2266619	0.7169792603565949	0.4444444444444444	0.6970004576766455	0.0	0.051587302	0.13379604	0.0	0.07692308	0.084337346	1.0	0.6666666666666666	0.5
"DENMARK"	2011	0.12150016	0.18329631	0.14730126	0.1279546	0.18102445	0.16768996	0.8609979110304442	0.753690036900369	0.7644092374954007	0.121554635	0.18805775	0.14736348	0.12801957	0.19194631	0.16786875	0.8609749968589019	0.7588582677165354	0.7644991498164253	0.03316974	0.1121548	0.06859843	0.07569721	0.10964912	0.09777228	0.8981481481481481	0.6764705882352942	0.6506849315068494
"ESTONIA"	2011	0.2619691	0.2953137	0.26651862	0.26686767	0.29367152	0.26925266	0.6740788892704704	0.42792566549472627	0.65262451171875	0.26199144	0.29602277	0.26654893	0.2669111	0.29475558	0.26938385	0.6740759822863381	0.42702293924880264	0.6526463585861669	0.12179487	0.10777778	0.1010582	0.121212125	0.09375	0.10309278	0.6923076923076923	0.6666666666666666	0.5333333333333333
"FINLAND"	2011	0.17595924	0.16201082	0.30293593	0.18606839	0.15763547	0.30028212	0.8073394495412844	0.5862068965517241	0.42622928281238187	0.17596082		0.30303308	0.18611218		0.30060753	0.8077241873697888		0.42637488132748114	0.17456888	0.16201082	0.17797938	0.17620137	0.15763547	0.18606965	0.47058823529411764	0.5862068965517241	0.23893805309734514
"FRANCE"	2011	0.200896	0.23443207	0.196378	0.21200787	0.24329224	0.20823318	0.7732637939242917	0.6950007203572972	0.7723343077701544	0.20094459	0.23576719	0.1964485	0.21212147	0.24869907	0.20841925	0.7732871020213742	0.7009318148202929	0.7724380743467837	0.10597351	0.18428361	0.10570685	0.12715341	0.17827627	0.15015577	0.7277227722772277	0.4722222222222222	0.6388888888888888
"GERMANY"	2011	0.15125307	0.17112203	0.15231256	0.15302907	0.17347027	0.154078	0.8027548725637181	0.6541225874182347	0.7962141003115605	0.15133582	0.17600869	0.15238422	0.15315413	0.17947353	0.15433192	0.8026721707357162	0.649740138025049	0.796292604724264	0.037773013	0.08233791	0.06541419	0.04221636	0.1001529	0.07940499	0.9161849710982659	0.7337461300309598	0.7010178117048346
"GREECE"	2011	0.14917223	0.09478001	0.2162526	0.16268563	0.104218364	0.2215945	0.81097971937994	0.7655172413793103	0.6297079983072366	0.14986034	0.041666668	0.21742436	0.16381381	0.05882353	0.22551084	0.8110670467220226	0.75	0.6309198908331995	0.088492066	0.09628677	0.11534509	0.1076555	0.106217615	0.11773585	0.8032786885245902	0.7659574468085106	0.5253456221198156
"HUNGARY"	2011	0.31433102	0.2907783	0.31475407	0.3190942	0.28500134	0.31622493	0.6269604903889514	0.4835164835164835	0.6181071568244036	0.31435582	0.2910331	0.3147804	0.319169	0.2858454	0.31637287	0.6269670160830669	0.48331447963800905	0.6181437693744438	0.16723962	0.22147436	0.17304051	0.19620253	0.14414415	0.18327974	0.5882352941176471	0.5384615384615384	0.42105263157894735
"ICELAND"	2011	0.18874489	0.0	0.22141701	0.18887562	0.0	0.2281667	0.8102643856920684	1.0	0.7267427334055134	0.18887544	0.0	0.22129536	0.18906917	0.0	0.2280157	0.8101331488846619	1.0	0.7271211868644775	0.0		0.38359788	0.0		0.31034482	1.0		0.2222222222222222
"IRELAND"	2011	0.32650328	0.072602965	0.32645667	0.31599948	0.07823129	0.31583187	0.3407777873587997	0.7567567567567568	0.3407847501998715	0.32661065	0.08170427	0.32658848	0.3162405	0.11666667	0.3161977	0.34065063604849966	0.6842105263157895	0.34067614514143213	0.10207854	0.06945888	0.06784286	0.10462287	0.06837607	0.09411765	0.6065573770491803	0.7818181818181819	0.5538461538461539
"ITALY"	2011	0.19777565	0.12091856	0.20614634	0.19758493	0.1506776	0.21339667	0.7531183985514536	0.7709739633558341	0.6636068420037297	0.19808932	0.12151412	0.20626874	0.19818087	0.1534233	0.21388532	0.7528966778036942	0.7738927738927739	0.6637431253193432	0.08097753	0.08743971	0.08868936	0.074285716	0.09681372	0.09616318	0.8356807511737089	0.6068965517241379	0.5328185328185329
"LATVIA"	2011	0.36775956	0.28	0.32720518	0.35135135	0.3131313	0.32264593	0.6010928961748634	0.36	0.5955811831855716	0.3821656		0.32722864	0.38271606		0.32285178	0.6114649681528662		0.595769077761917	0.28076923	0.28	0.26449725	0.26666668	0.3131313	0.24483776	0.5384615384615384	0.36	0.09375
"LIECHTENSTEIN"	2011	0.13224915		0.13201743	0.20716113		0.20507716	0.7704326923076923		0.768772348033373	0.13240829		0.13217497	0.20726715		0.20517929	0.7701564380264742		0.7684964200477327									
"LITHUANIA"	2011	0.45091337	0.45555556	0.41725186	0.44534943	0.42424244	0.41599664	0.5174753987105531	0.26666666666666666	0.5523809523809524	0.4514756	0.16666667	0.41763857	0.44756097	0.16666667	0.41803396	0.5181529385069208	0.0	0.5531897536302822	0.26737213	0.47619048	0.24168938	0.23809524	0.4814815	0.2392638	0.2962962962962963	0.2857142857142857	0.18518518518518517
"LUXEMBOURG"	2011	0.17473294	0.26871896	0.1771117	0.17970487	0.26256192	0.18381943	0.6725909898771347	0.7259541984732825	0.6560802655401328	0.17491908	0.27051082	0.17726228	0.18017682	0.26785713	0.18448722	0.6727075588599752	0.7275541795665634	0.6564083175803402	0.09185224	0.14010142	0.1128717	0.0931677	0.1594203	0.097165994	0.6206896551724138	0.6111111111111112	0.5161290322580645
"MACEDONIA"	2011	0.42916667	0.34375	0.24444444	0.45	0.4117647	0.32307693	0.375	0.5	0.47058823529411764										0.42916667	0.34375	0.24444444	0.45	0.4117647	0.32307693	0.375	0.5	0.47058823529411764
"MALTA"	2011	0.11687243	0.14285715	0.16862954	0.13186814	0.07692308	0.17749344	0.8672839506172839	0.8571428571428571	0.6808912386706949	0.11542443	0.25	0.16864753	0.123563215	0.2	0.17742999	0.8726708074534162	0.75	0.6812854442344045	0.35	0.0	0.15277778	0.3125	0.0	0.1923077	0.0	1.0	0.3333333333333333
"MOLDOVA"	2011	0.06451613		0.15537849	0.0625		0.15625	0.9354838709677419		0.8446215139442231	0.11111111		0.16504854	0.11111111		0.16666667	0.8888888888888888		0.8349514563106796	0.0		0.11111111	0.0		0.10869565	1.0		0.8888888888888888
"MONACO"	2011	0.25	0.5	0.2013889	0.2	0.5	0.14285715	0.75	0.0	0.625	0.33333334		0.25	0.33333334		0.25	0.6666666666666666		0.6666666666666666									
"MONTENEGRO"	2011	0.23166667		0.18342671	0.23333333		0.20661157	0.72		0.6470588235294118	0.16666667		0.16898148	0.17073171		0.17021276	0.8		0.7777777777777778	0.38333333		0.21809524	0.36842105		0.22972973	0.5333333333333333		0.3333333333333333
"NORWAY"	2011	0.124956116	0.29858392	0.2239769	0.1249466	0.28539824	0.23574273	0.8748031716157164	0.4041095890410959	0.5776774334930769	0.12502986	0.30536467	0.2239491	0.1250664	0.2990196	0.23566091	0.8748857084211902	0.45569620253164556	0.5780637488381223	0.07044609	0.29058874	0.24904294	0.091383815	0.27419356	0.2590315	0.8137931034482758	0.34328358208955223	0.22916666666666666
"POLAND"	2011	0.18055342	0.11349581	0.17986664	0.18419552	0.1086351	0.18309718	0.8101095378039006	0.7169811320754716	0.8100812458399805	0.18075924	0.30952382	0.18013752	0.18450177	0.33333334	0.18380578	0.8102119253644816	0.5714285714285714	0.8103949883202378	0.13586414	0.09963524	0.12570196	0.14184397	0.09677419	0.12447786	0.7878787878787878	0.7272727272727273	0.7473460721868365
"PORTUGAL"	2011	0.24347425	0.27181485	0.2366739	0.25613633	0.26043957	0.24846695	0.6401311887233523	0.5352112676056338	0.6481865050943043	0.24351054	0.28037608	0.23672402	0.25619197	0.28067026	0.24874681	0.6400862670649655	0.5251989389920424	0.6482210632310036	0.06417625	0.032734204	0.09020113	0.072463766	0.033557046	0.07823961	0.8620689655172413	0.8148148148148148	0.5471698113207547
"ROMANIA"	2011	0.22730887	0.19462366	0.24398735	0.22608696	0.14444445	0.23198012	0.7339449541284404	0.6774193548387096	0.7015457788347206	0.22010526	0.16805556	0.23633426	0.225	0.16923077	0.23489279	0.7389473684210527	0.6666666666666666	0.7115902964959568	0.2761905	0.2857143	0.3013468	0.23333333	0.08	0.21546961	0.7	0.7142857142857143	0.6262626262626263
"RUSSIA"	2011	0.25110772	0.22622268	0.2509664	0.25419283	0.2488909	0.25401905	0.7458817958023916	0.510353227771011	0.7455302040613128	0.25113186	0.24370885	0.2510047	0.2542337	0.27191514	0.25415397	0.7458931944698869	0.48192174343734523	0.7455874262901407	0.17404617	0.1467079	0.1526157	0.18308458	0.14751075	0.16156203	0.7094972067039106	0.6396396396396397	0.5985294117647059
"SERBIA"	2011	0.22931889	0.13768116	0.22932999	0.23088223	0.16129032	0.23099577	0.7614139812526233	0.782608695652174	0.7607344894741723	0.22924116	0.12878788	0.22924282	0.23026851	0.14285715	0.23030086	0.7653220099079971	0.8181818181818182	0.7648052557484749	0.23596148	0.33333334	0.23658663	0.24414062	0.33333334	0.2451967	0.4274193548387097	0.0	0.421875
"SLOVAKIA"	2011	0.22132723	0.16666667	0.21919262	0.22897767	0.071428575	0.22588104	0.709751709247931	0.8333333333333334	0.7035728704077513	0.22134109	0.0	0.2193085	0.2289976	0.0	0.22613636	0.7097279205355215	1.0	0.7036587831008693	0.125	0.25	0.1373016	0.09090909	0.09090909	0.13709678	0.875	0.75	0.6428571428571429
"SLOVENIA"	2011	0.19728608	0.20022923	0.19764462	0.20076336	0.20022818	0.19882499	0.7654563297350343	0.6030769230769231	0.6995221027479092	0.1990275	0.19901949	0.19756243	0.19919679	0.19714817	0.19636364	0.7676056338028169	0.6148867313915858	0.7061698228466707	0.12804762	0.2235923	0.20128152	0.23076923	0.23571429	0.23444976	0.68	0.375	0.40540540540540543
"SPAIN"	2011	0.20072885	0.12392218	0.22649482	0.21142745	0.12881356	0.23300745	0.7322618463110853	0.7635694572217111	0.685831039922619	0.20065413	0.12467557	0.2263816	0.21164061	0.1292656	0.23292425	0.732274600462358	0.7636022514071295	0.6864707054430785	0.2247881	0.08567821	0.2628313	0.15495495	0.10687023	0.24812153	0.7281553398058253	0.7619047619047619	0.48053753475440225
"SWEDEN"	2011	0.15481059	0.21576805	0.25179085	0.16119249	0.2149613	0.26529372	0.8298931762591724	0.6763754045307443	0.5472160620513908	0.15487263	0.22361112	0.25194883	0.1613731	0.22107081	0.26575533	0.8303884711779449	0.7458333333333333	0.547372627228776	0.13990076	0.18848786	0.15066262	0.14317925	0.2089041	0.17872919	0.7108433734939759	0.43478260869565216	0.4470046082949309
"SWITZERLAND"	2011	0.17807145	0.049021665	0.1839617	0.20154768	0.06615776	0.19120307	0.728850297599037	0.8553459119496856	0.6830216607779225	0.17817758	0.08796296	0.18406224	0.20182507	0.09375	0.19155183	0.7287526196717319	0.8333333333333334	0.6830080612022301	0.055866122	0.044050433	0.053578388	0.055991042	0.06371191	0.0649785	0.8413284132841329	0.8581560283687943	0.7006578947368421
"TURKEY"	2011	0.12974867	0.056944445	0.13805997	0.13444823	0.067567565	0.1498033	0.8272946859903382	0.8	0.7757615748377873	0.12971133		0.13817649	0.13444254		0.15040314	0.828186109238031		0.7781354051054384	0.13723187	0.056944445	0.12541102	0.13492064	0.067567565	0.13152805	0.6486486486486487	0.8	0.5180722891566265
"UK"	2011	0.16230212	0.19970614	0.16424124	0.16648637	0.17376885	0.16470721	0.8020550816115193	0.7609360660752523	0.7900393903448893	0.16295442	0.23104149	0.16504325	0.16757634	0.2249191	0.16657428	0.8017352125262982	0.7528218863592883	0.7905165993364779	0.0666624	0.07477111	0.068714395	0.079182155	0.089920424	0.0851032	0.8489535941765242	0.7932875667429443	0.7331989247311828
"UKRAINE"	2011	0.17111252	0.5	0.11238457	0.17112632	0.5	0.113119744	0.8261694058154235	0.5	0.8861126199529241	0.175	0.5	0.115280725	0.17511225	0.5	0.116119176	0.8227272727272728	0.5	0.8832722361566661	0.028571429		0.06823529	0.041666668		0.06837607	0.9523809523809523		0.9294117647058824
"ALBANIA"	2012	0.18002725	0.24717583	0.17487817	0.18161157	0.23657817	0.18094537	0.7685168972158991	0.5026178010471204	0.750134799956864	0.18002725	0.24717583	0.17487817	0.18161157	0.23657817	0.18094537	0.7685168972158991	0.5026178010471204	0.750134799956864									
"AUSTRIA"	2012	0.14675777	0.14446841	0.14776577	0.14854345	0.14346088	0.14894088	0.8058238769577042	0.5897435897435898	0.7985746144129252	0.14682417	0.14640445	0.14780772	0.14865813	0.14583588	0.14917456	0.8057758175761273	0.5932377049180327	0.7987984239066828	0.037896827	0.094742976	0.081393264	0.061728396	0.10830325	0.093788065	0.8846153846153846	0.5	0.4444444444444444
"BELARUS"	2012	0.6440805		0.5508617	0.5891671		0.5133736	0.27874116891457934		0.28877679697351827	0.6440805		0.5508617	0.5891671		0.5133736	0.27874116891457934		0.28877679697351827									
"BELGIUM"	2012	0.25591344	0.1469585	0.27441907	0.26805702	0.14503817	0.28138036	0.6514620708614905	0.6106194690265486	0.5696445823298091	0.25599608	0.20757575	0.27449355	0.2683368	0.23809524	0.28182504	0.6514836690468314	0.5454545454545454	0.5697545003726912	0.101553425	0.14042135	0.13322863	0.11634349	0.14115308	0.13513513	0.6111111111111112	0.6176470588235294	0.36129032258064514
"BOSNIA"	2012	0.17388384	0.17479675	0.1767759	0.1749409	0.1702509	0.1749444	0.8043478260869565	0.5426829268292683	0.7788259958071279	0.18158136	0.18784314	0.18429744	0.18625146	0.18478261	0.18753143	0.8060567010309279	0.5176470588235295	0.7883076923076923	0.12451791	0.1607595	0.13358691	0.12832929	0.15602838	0.13963328	0.7933884297520661	0.569620253164557	0.7243816254416962
"BULGARIA"	2012	0.31891134	0.0952381	0.32064626	0.3115296	0.15384616	0.31150758	0.6328739429501246	0.7777777777777778	0.6237234169138797	0.31904796	0.0	0.32074267	0.3116636	0.0	0.3117266	0.6327766351295763	1.0	0.6239519186923067	0.19404463	0.12244898	0.24135071	0.20045045	0.18181819	0.23733333	0.7218045112781954	0.7142857142857143	0.4358108108108108
"CROATIA"	2012	0.2751675	0.22784702	0.27451894	0.2759724	0.21867059	0.26453248	0.6567164179104478	0.42722017866526535	0.632231055480379	0.27568075	0.22946583	0.2750581	0.27688947	0.21955152	0.2662185	0.6565418482611403	0.43011363636363636	0.6338609480044252	0.15107527	0.20792314	0.18773231	0.15879828	0.20948012	0.1952862	0.6989247311827957	0.3916083916083916	0.3698630136986301
"CYPRUS"	2012	0.15508658	0.06812865	0.28783077	0.13989638	0.09271523	0.26624057	0.7560975609756098	0.7631578947368421	0.5801206399160765	0.44444445	0.0	0.29320917	0.34615386	0.0	0.285178	0.4166666666666667	1.0	0.5817593092282785	0.10548238	0.06996997	0.1015473	0.10778443	0.0945946	0.1	0.8142857142857143	0.7567567567567568	0.5233644859813084
"CZECH"	2012	0.22692527	0.1364455	0.22852987	0.24177359	0.16153847	0.24310242	0.6897613222267792	0.5454545454545454	0.6710748225338471	0.22693358	0.17637058	0.22853877	0.24180183	0.2361111	0.24316184	0.6897611661653639	0.4	0.6710907561454341	0.09102564	0.103174604	0.118368305	0.074074075	0.06896552	0.087248325	0.6923076923076923	0.6666666666666666	0.47368421052631576
"DENMARK"	2012	0.124667816	0.20505634	0.14989792	0.12914973	0.21152543	0.16485652	0.8554339233455315	0.6626506024096386	0.7513802560815539	0.12472862	0.20862934	0.14994927	0.12924123	0.2210284	0.16503362	0.8554305232497224	0.6704304869442484	0.7515180013493346	0.03469399	0.13930376	0.08061239	0.07103825	0.13953489	0.1090448	0.8604651162790697	0.5194805194805194	0.5655172413793104
"ESTONIA"	2012	0.27188575	0.2957593	0.27615032	0.27591327	0.28195727	0.27653968	0.6572743077640674	0.3863360077802091	0.6367814631253442	0.2719099	0.29655594	0.27617836	0.27595025	0.28336057	0.27670014	0.6572903855125324	0.38564803514766904	0.6368258272253527	0.12946428	0.09177171	0.110669196	0.18965517	0.0882353	0.12578617	0.5625	0.5625	0.375
"FINLAND"	2012	0.19378981	0.2076698	0.30058876	0.20810013	0.19512194	0.29928327	0.7775877031943657	0.44776119402985076	0.44426633303358487	0.19381465	0.125	0.300663	0.20817041	0.18181819	0.2995911	0.7779327625809146	0.5	0.4444456864366994	0.16700654	0.21021348	0.18509345	0.19073084	0.19565217	0.19781078	0.40540540540540543	0.4461538461538462	0.16521739130434782
"FRANCE"	2012	0.21015055	0.22637343	0.21062528	0.22068924	0.24059662	0.22068354	0.7485033039457566	0.6583491761723701	0.7391525225639595	0.21019073	0.2268292	0.21064214	0.22086273	0.2419677	0.22082119	0.7486555362556817	0.666045229796547	0.7394949977976539	0.1493506	0.2067815	0.1868163	0.1506765	0.22134146	0.19335264	0.5181422351233672	0.32752613240418116	0.255659121171771
"GERMANY"	2012	0.14862756	0.16486879	0.14970107	0.14907862	0.1628355	0.1501867	0.8016522196475059	0.612166003411029	0.7944273322634257	0.14871275	0.1682115	0.14976458	0.1492372	0.16640311	0.15046032	0.8015925716695794	0.6099875452227033	0.7945808229291638	0.045067016	0.08755519	0.07463648	0.053109396	0.11243322	0.09058421	0.8741633199464525	0.6625514403292181	0.612987012987013
"GREECE"	2012	0.16497353	0.08423014	0.22631525	0.17359719	0.082170546	0.22366914	0.7896492469422824	0.725	0.594460977248728	0.16578308	0.083333336	0.22743759	0.17544404	0.11111111	0.2283579	0.7900005106991471	0.5	0.596401028277635	0.08764719	0.08424149	0.119683534	0.09953344	0.08176101	0.11584052	0.7560975609756098	0.7278481012658228	0.41013824884792627
"HUNGARY"	2012	0.3166532	0.30657944	0.3176623	0.3268194	0.29762113	0.32502487	0.6052392671881653	0.4045932358318099	0.59729879236671	0.31667215	0.30699822	0.31768018	0.32690027	0.2985352	0.32516965	0.6052441278088759	0.4044724770642202	0.5973332121723978	0.14399639	0.19246411	0.16897897	0.13452914	0.14857143	0.15286624	0.5609756097560976	0.4375	0.3111111111111111
